year,sex,age,marst,race,raced,hispan,hispand,speakeng,hcovany
2019,male,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,58,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,48,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,54,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,13,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks well",with health insurance coverage
2019,female,53,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,5,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,2,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,79,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,87,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,31,never married/single,white,white,mexican,mexican,does not speak english,no health insurance coverage
2019,female,8,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,40,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,never married/single,american indian or alaska native,navajo,not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,male,20,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,divorced,"other race, nec","other race, n.e.c",other,honduran,"yes, but not well",no health insurance coverage
2019,female,56,"married, spouse present",white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,81,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,58,"married, spouse present",two major races,white and other race write_in,puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,male,67,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,13,never married/single,white,white,mexican,mexican,"yes, but not well",with health insurance coverage
2019,male,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,76,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,75,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,50,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,70,"married, spouse present",white,white,puerto rican,puerto rican,"yes, but not well",with health insurance coverage
2019,male,86,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,52,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,divorced,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,less than 1 year old,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,59,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,8,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,32,never married/single,two major races,white and black,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,3,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,80,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,28,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,45,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,59,"married, spouse present",white,white,cuban,cuban,"yes, speaks very well",with health insurance coverage
2019,female,75,"married, spouse present",chinese,chinese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,16,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
